# First Pass Simulation (Up to date)
# 1833 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Propellant mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (K),Air pressure (psi),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
16.991,11684,957.98,0.28423,968.58,0.33869,1335.2,0.83947,1335.2,0.036022,142.91,0.18419,28.61,-80.596,0.99741,0.020322,5.75e-8,0.012555,2.4871e-4,5.9298,0.29932,22.404,0.058568,56.671,41.448,7.6113,0.90567,26955776,130.2,96.016,1.2641,1.2641,0.71624,0.32126,0.22663,0.0044719,0.034229,2.3526e-4,0,0,0,0,1.1745e-5,0.0038666,2,3.1416,81.089,0.052493,NaN,265,9.465,1070.7,0.05,0.050816
17.041,11732,958.44,0.28016,969.08,0.34849,1342.4,0.84673,1342.4,0.03614,143.22,0.20725,28.61,-80.596,0.9974,0.015234,5.9355e-8,-0.013109,2.9931e-4,5.9245,0.29404,22.395,0.058551,56.678,41.445,7.6164,0.90627,26936330,130.11,95.969,1.2642,1.2642,0.71601,0.32136,0.22677,0.0033514,0.025858,2.3773e-4,0,0,0,0,-1.2791e-5,0.0038686,2,3.1416,81.05,0.053996,NaN,264.91,9.4475,1070.5,0.05,0.050996
17.091,11780,958.89,0.27858,969.58,0.3505,1349.6,0.85402,1349.6,0.036258,143.56,0.2127,28.61,-80.596,0.9974,0.02312,5.6038e-8,-0.0056645,1.0608e-4,5.9192,0.28876,22.386,0.058535,56.668,41.443,7.6128,0.90691,26917802,130.02,95.928,1.2642,1.2642,0.71577,0.32148,0.22692,0.0050889,0.039088,2.0307e-4,0,0,0,0,-2.3858e-6,0.0038706,2,3.1416,81.023,0.056466,NaN,264.81,9.4301,1070.4,0.05,0.051214
17.141,11828,959.34,0.279,970.07,0.34681,1356.7,0.86135,1356.7,0.036375,143.9,0.206,28.61,-80.596,0.9974,0.012381,5.5509e-8,7.9763e-4,4.8626e-5,5.914,0.28348,22.377,0.058519,56.683,41.44,7.6218,0.90754,26898965,129.93,95.885,1.2642,1.2642,0.71553,0.32159,0.22707,0.0027234,0.020621,-4.1167e-4,0,0,0,0,4.7257e-8,0.0038727,2,3.1416,81.017,0.05807,NaN,264.72,9.4126,1070.2,0.05,0.051436
17.191,11876,959.79,0.27955,970.57,0.34401,1363.9,0.86875,1363.9,0.036494,144.23,0.20048,28.61,-80.596,0.99739,0.0038857,5.6885e-8,0.0034277,5.5729e-5,5.9087,0.2782,22.368,0.058502,56.696,41.437,7.6293,0.90813,26878948,129.84,95.834,1.2642,1.2642,0.7153,0.3217,0.22721,8.5426e-4,0.0062625,7.3264e-5,0,0,0,0,8.7186e-7,0.0038747,2,3.1416,81.023,0.057389,NaN,264.62,9.3951,1070,0.05,0.051616
17.241,11924,960.25,0.28116,971.07,0.33752,1371.2,0.8762,1371.2,0.036613,144.54,0.18673,28.61,-80.596,0.99739,0.017619,5.9002e-8,-0.0012261,9.7392e-5,5.9034,0.27292,22.359,0.058486,56.678,41.434,7.6217,0.90875,2.686e7,129.75,95.789,1.2642,1.2642,0.71507,0.32181,0.22736,0.0038771,0.030036,8.5192e-5,0,0,0,0,-1.1144e-7,0.0038767,2,3.1416,81.032,0.054844,NaN,264.53,9.3776,1069.8,0.05,0.051805
17.291,11972,960.7,0.27907,971.56,0.3439,1378.4,0.88367,1378.4,0.036732,144.85,0.20096,28.61,-80.596,0.99738,0.0049654,6.1508e-8,-0.0020461,1.9229e-4,5.8981,0.26764,22.351,0.058469,56.696,41.432,7.6319,0.9093,26838001,129.66,95.726,1.2643,1.2643,0.71486,0.32191,0.22749,0.0010918,0.0086946,-1.3026e-4,0,0,0,0,-3.1009e-7,0.0038787,2,3.1416,81.029,0.053863,NaN,264.43,9.3601,1069.6,0.05,0.051984
17.341,12020,961.15,0.27874,972.06,0.34422,1385.6,0.89117,1385.6,0.036849,145.18,0.20197,28.61,-80.596,0.99738,0.0065299,6.158e-8,8.4005e-4,1.8882e-4,5.8929,0.26238,22.342,0.058453,56.694,41.429,7.6326,0.90988,26817557,129.57,95.673,1.2643,1.2643,0.71463,0.32201,0.22763,0.001436,0.010915,-4.1976e-4,0,0,0,0,5.2221e-8,0.0038807,2,3.1416,81.027,0.055965,NaN,264.34,9.3425,1069.4,0.05,0.052178
17.391,12068,961.61,0.28055,972.55,0.3369,1392.9,0.8987,1392.9,0.036967,145.49,0.18653,28.61,-80.596,0.99737,0.017853,6.1752e-8,8.8022e-4,-1.9187e-4,5.8876,0.25712,22.333,0.058437,56.68,41.426,7.6267,0.91053,26798714,129.48,95.632,1.2643,1.2643,0.71439,0.32213,0.22778,0.0039292,0.029813,1.0842e-4,0,0,0,0,5.7273e-8,0.0038828,2,3.1416,81.029,0.059819,NaN,264.24,9.325,1069.2,0.05,0.052398
17.441,12116,962.06,0.27948,973.05,0.33902,1400.2,0.9063,1400.2,0.037085,145.79,0.19191,28.61,-80.596,0.99737,0.0096472,5.9956e-8,0.006502,-3.7013e-4,5.8824,0.25187,22.324,0.058421,56.691,41.423,7.634,0.91113,26778368,129.39,95.579,1.2643,1.2643,0.71416,0.32224,0.22792,0.0021221,0.015776,-3.7103e-4,0,0,0,0,3.1221e-6,0.0038848,2,3.1416,81.017,0.061275,NaN,264.15,9.3075,1069,0.05,0.052583
17.491,12164,962.51,0.27661,973.54,0.34768,1407.5,0.91396,1407.5,0.037205,146.12,0.21064,28.61,-80.596,0.99736,0.019517,5.9791e-8,-0.0047704,-2.0603e-4,5.8771,0.24662,22.315,0.058404,56.679,41.421,7.629,0.91169,26756798,129.31,95.519,1.2643,1.2643,0.71394,0.32234,0.22805,0.0042962,0.032948,8.0719e-5,0,0,0,0,-1.6791e-6,0.0038868,2,3.1416,80.999,0.059106,NaN,264.05,9.2899,1068.8,0.05,0.052765
17.541,12212,962.96,0.27701,974.03,0.34535,1414.8,0.92168,1414.8,0.037325,146.46,0.20622,28.61,-80.596,0.99736,0.012452,5.7247e-8,0.001843,-2.3149e-4,5.8719,0.24137,22.306,0.058388,56.689,41.418,7.6355,0.91231,26736643,129.22,95.469,1.2644,1.2644,0.71371,0.32245,0.2282,0.0027397,0.020692,5.71e-5,0,0,0,0,2.5037e-7,0.0038888,2,3.1416,80.995,0.055815,NaN,263.96,9.2724,1068.7,0.05,0.052946
17.591,12260,963.41,0.28073,974.53,0.33156,1422.1,0.92942,1422.1,0.037445,146.77,0.17642,28.61,-80.596,0.99735,0.034538,5.4804e-8,0.0016445,-7.9943e-6,5.8666,0.23612,22.297,0.058372,56.66,41.415,7.6224,0.913,26718906,129.13,95.437,1.2644,1.2644,0.71344,0.32258,0.22836,0.007611,0.058288,-1.7159e-4,0,0,0,0,1.9912e-7,0.0038908,2,3.1416,80.999,0.054424,NaN,263.86,9.2548,1068.5,0.05,0.053125
17.641,12309,963.87,0.27969,975.02,0.33259,1429.5,0.93717,1429.5,0.037563,147.05,0.17997,28.61,-80.596,0.99735,0.029608,5.7245e-8,0.014349,-2.3278e-5,5.8614,0.23087,22.288,0.058355,56.667,41.412,7.6275,0.91364,26699345,129.04,95.392,1.2644,1.2644,0.71319,0.32269,0.22852,0.0065228,0.049653,4.6873e-4,0,0,0,0,1.5143e-5,0.0038928,2,3.1416,80.976,0.056144,NaN,263.76,9.2373,1068.3,0.05,0.053328
17.691,12357,964.32,0.27658,975.51,0.33876,1436.8,0.94495,1436.8,0.037681,147.35,0.19561,28.61,-80.596,0.99734,0.006451,5.4275e-8,0.020461,-0.0011354,5.8561,0.22562,22.279,0.058339,56.699,41.41,7.6449,0.91431,2.668e7,128.95,95.351,1.2644,1.2644,0.71294,0.32281,0.22867,0.001419,0.011068,3.1005e-4,0,0,0,0,3.0758e-5,0.0038948,2,3.1416,80.924,0.059873,NaN,263.67,9.2197,1068.1,0.05,0.053558
17.741,12405,964.76,0.27265,976,0.34872,1444.2,0.95279,1444.2,0.0378,147.68,0.2174,28.61,-80.595,0.99734,0.0263,5.1527e-8,-0.016956,-3.5711e-4,5.8509,0.22038,22.271,0.058323,56.673,41.407,7.6332,0.91495,26660645,128.87,95.306,1.2645,1.2645,0.7127,0.32293,0.22883,0.0057933,0.044231,1.958e-4,0,0,0,0,-2.1101e-5,0.0038968,2,3.1416,80.868,0.062486,NaN,263.57,9.2021,1067.9,0.05,0.053738
17.791,12453,965.2,0.27115,976.49,0.35198,1451.6,0.96071,1451.6,0.03792,148.04,0.22442,28.61,-80.595,0.99734,0.036358,4.7935e-8,-0.0053353,-1.652e-4,5.8456,0.21516,22.262,0.058307,56.661,41.404,7.6282,0.91559,26640679,128.78,95.259,1.2645,1.2645,0.71245,0.32305,0.22898,0.0080145,0.060708,2.5816e-4,0,0,0,0,-2.087e-6,0.0038988,2,3.1416,80.835,0.061974,NaN,263.48,9.1845,1067.7,0.05,0.053918
17.841,12501,965.64,0.27176,976.98,0.35039,1459,0.96869,1459,0.03804,148.4,0.22117,28.61,-80.595,0.99733,0.031273,4.3557e-8,0.0066482,-1.7254e-4,5.8404,0.20994,22.253,0.058291,56.668,41.401,7.6334,0.91618,26619125,128.7,95.201,1.2645,1.2645,0.71223,0.32315,0.22912,0.0068916,0.052109,1.8893e-4,0,0,0,0,3.2374e-6,0.0039008,2,3.1416,80.838,0.059361,NaN,263.38,9.1669,1067.5,0.05,0.0541
17.891,12550,966.09,0.27734,977.47,0.33214,1466.5,0.97672,1466.5,0.038161,148.73,0.18275,28.61,-80.595,0.99733,0.028606,4.2303e-8,-0.0079719,1.1839e-5,5.8352,0.20472,22.244,0.058274,56.673,41.399,7.637,0.91685,2.66e7,128.61,95.16,1.2645,1.2645,0.71197,0.32327,0.22928,0.0063029,0.047976,2.293e-4,0,0,0,0,-4.6497e-6,0.0039028,2,3.1416,80.863,0.056288,NaN,263.29,9.1493,1067.3,0.05,0.054315
17.941,12598,966.54,0.27987,977.96,0.32409,1473.9,0.98477,1473.9,0.038282,149,0.16343,28.61,-80.595,0.99732,0.058903,3.623e-8,0.0086576,3.8582e-5,5.83,0.19949,22.235,0.058258,56.633,41.396,7.6184,0.91752,26580575,128.52,95.119,1.2645,1.2646,0.71171,0.3234,0.22944,0.013005,0.099302,3.4985e-4,0,0,0,0,5.478e-6,0.0039048,2,3.1416,80.864,0.055558,NaN,263.19,9.1317,1067.1,0.05,0.054511
17.991,12646,966.99,0.27536,978.44,0.33544,1481.4,0.99283,1481.4,0.038401,149.29,0.19156,28.61,-80.595,0.99732,0.01617,3.6752e-8,0.023009,1.1953e-4,5.8248,0.19427,22.226,0.058242,56.691,41.393,7.649,0.91813,26559294,128.44,95.062,1.2646,1.2646,0.71148,0.32351,0.22958,0.0035602,0.026771,3.4361e-4,0,0,0,0,3.8655e-5,0.0039068,2,3.1416,80.815,0.057759,NaN,263.09,9.1141,1066.9,0.05,0.054691
18.041,12695,967.43,0.26814,978.93,0.35879,1488.8,1.0009,1488.8,0.038519,149.63,0.23839,28.61,-80.595,0.99731,0.055702,3.7344e-8,-0.015819,9.3735e-5,5.8195,0.18905,22.217,0.058226,56.638,41.39,7.6241,0.91868,26536352,128.35,94.996,1.2646,1.2646,0.71127,0.32361,0.22972,0.012297,0.093922,-1.9499e-4,0,0,0,0,-1.8255e-5,0.0039088,2,3.1416,80.754,0.061394,NaN,263,9.0964,1066.8,0.05,0.054871
18.091,12743,967.86,0.26791,979.42,0.35968,1496.3,1.0091,1496.3,0.038639,150.03,0.23999,28.61,-80.595,0.99731,0.057707,2.4642e-8,0.0059351,1.0598e-4,5.8143,0.18383,22.209,0.05821,56.636,41.387,7.6245,0.91929,26514830,128.27,94.94,1.2646,1.2646,0.71104,0.32372,0.22986,0.012742,0.096726,2.1723e-4,0,0,0,0,2.5673e-6,0.0039108,2,3.1416,80.74,0.063407,NaN,262.9,9.0788,1066.6,0.05,0.055052
18.141,12792,968.3,0.27304,979.91,0.3442,1503.8,1.0173,1503.8,0.03876,150.39,0.20957,28.61,-80.595,0.9973,0.010964,2.6304e-8,0.01832,5.1139e-4,5.8091,0.17862,22.2,0.058193,56.7,41.385,7.6578,0.91989,26493067,128.18,94.881,1.2646,1.2646,0.71081,0.32383,0.23001,0.0024134,0.018755,-3.7928e-4,0,0,0,0,2.4437e-5,0.0039128,2,3.1416,80.779,0.062642,NaN,262.81,9.0611,1066.4,0.05,0.05524
18.191,12840,968.75,0.27874,980.4,0.3292,1511.4,1.0256,1511.4,0.038881,150.7,0.17514,28.61,-80.595,0.9973,0.041847,2.7688e-8,-0.012444,1.3181e-4,5.8039,0.17342,22.191,0.058177,56.659,41.382,7.6387,0.92049,26471204,128.1,94.823,1.2647,1.2647,0.71058,0.32394,0.23015,0.009231,0.070757,-4.1449e-4,0,0,0,0,-1.1265e-5,0.0039148,2,3.1416,80.827,0.059974,NaN,262.71,9.0435,1066.2,0.05,0.055467
18.241,12888,969.2,0.28132,980.89,0.32253,1518.9,1.0339,1518.9,0.039002,150.96,0.15774,28.61,-80.595,0.99729,0.068865,3.8203e-8,0.0077842,7.827e-5,5.7987,0.16823,22.182,0.058161,56.624,41.379,7.6224,0.92114,2.645e7,128.01,94.774,1.2647,1.2647,0.71033,0.32406,0.2303,0.015219,0.11578,4.5976e-4,0,0,0,0,4.4032e-6,0.0039168,2,3.1416,80.835,0.057877,NaN,262.62,9.0258,1066,0.05,0.055656
18.291,12937,969.66,0.27763,981.38,0.33076,1526.5,1.0423,1526.5,0.039122,151.23,0.17979,28.61,-80.595,0.99729,0.035952,3.3289e-8,0.027128,7.0078e-5,5.7935,0.16303,22.173,0.058145,56.669,41.376,7.6463,0.92178,2.643e7,127.93,94.723,1.2647,1.2647,0.71008,0.32417,0.23046,0.0079282,0.061019,1.1772e-4,0,0,0,0,5.3423e-5,0.0039188,2,3.1416,80.783,0.059047,NaN,262.52,9.0081,1065.8,0.05,0.055858
18.341,12985,970.1,0.26927,981.87,0.35607,1534,1.0507,1534,0.039242,151.56,0.23298,28.61,-80.595,0.99728,0.045148,3.5774e-8,-0.025704,8.0328e-5,5.7883,0.15784,22.165,0.058129,56.657,41.373,7.6419,0.92237,26407139,127.84,94.661,1.2647,1.2647,0.70986,0.32428,0.2306,0.0099628,0.075843,-3.2086e-4,0,0,0,0,-4.7917e-5,0.0039208,2,3.1416,80.701,0.061989,NaN,262.42,8.9905,1065.6,0.05,0.056062
18.391,13034,970.53,0.26563,982.36,0.36917,1541.6,1.0591,1541.6,0.039363,151.96,0.25637,28.61,-80.595,0.99728,0.080363,3.8409e-8,-0.0021386,8.9592e-5,5.7831,0.15265,22.156,0.058113,56.611,41.371,7.62,0.92297,26384632,127.76,94.6,1.2648,1.2648,0.70963,0.32439,0.23074,0.017776,0.13504,-7.6782e-5,0,0,0,0,-3.3138e-7,0.0039228,2,3.1416,80.658,0.064646,NaN,262.33,8.9728,1065.4,0.05,0.056264
18.441,13082,970.96,0.26988,982.85,0.35646,1549.2,1.0676,1549.2,0.039484,152.36,0.23288,28.61,-80.595,0.99728,0.044398,2.6074e-8,0.020808,1.387e-4,5.7779,0.14745,22.147,0.058097,56.66,41.368,7.646,0.92356,26361984,127.67,94.536,1.2648,1.2648,0.7094,0.3245,0.23089,0.0097976,0.074946,3.6958e-4,0,0,0,0,3.1344e-5,0.0039248,2,3.1416,80.688,0.06474,NaN,262.23,8.9551,1065.2,0.05,0.056498
18.491,13131,971.41,0.27889,983.34,0.33054,1556.8,1.0762,1556.8,0.039606,152.69,0.17741,28.61,-80.595,0.99727,0.040798,2.5525e-8,-0.02154,1.7801e-4,5.7727,0.14226,22.138,0.058081,56.665,41.365,7.6503,0.9242,26340863,127.59,94.483,1.2648,1.2648,0.70916,0.32462,0.23104,0.0090015,0.068801,2.4897e-4,0,0,0,0,-3.3554e-5,0.0039268,2,3.1416,80.756,0.062096,NaN,262.13,8.9375,1065,0.05,0.056692
18.541,13180,971.87,0.28411,983.83,0.3171,1564.5,1.0848,1564.5,0.039729,152.94,0.14083,28.61,-80.595,0.99727,0.096915,1.0085e-8,0.0039474,1.2217e-4,5.7676,0.13707,22.129,0.058065,56.591,41.362,7.6144,0.92487,26322930,127.51,94.448,1.2648,1.2649,0.7089,0.32474,0.2312,0.021464,0.16358,-1.6376e-4,0,0,0,0,1.1256e-6,0.0039288,2,3.1416,80.785,0.059484,NaN,262.04,8.9207,1064.8,0.05,0.056892
18.591,13228,972.32,0.28033,984.32,0.32317,1572.1,1.0935,1572.1,0.03985,153.18,0.16079,28.61,-80.595,0.99726,0.067522,1.0394e-8,0.034435,2.4053e-4,5.7624,0.1319,22.121,0.058049,56.631,41.359,7.636,0.92555,26305039,127.43,94.41,1.2649,1.2649,0.70864,0.32487,0.23136,0.014926,0.11398,-1.3152e-4,0,0,0,0,8.556e-5,0.0039307,2,3.1416,80.727,0.058627,NaN,261.94,8.9039,1064.7,0.05,0.05709
18.641,13277,972.77,0.26877,984.81,0.35438,1579.8,1.1021,1579.8,0.039971,153.49,0.23097,28.61,-80.595,0.99726,0.03903,1.3105e-8,-0.039932,4.061e-4,5.7572,0.12674,22.112,0.058033,56.67,41.356,7.657,0.92616,26285183,127.34,94.358,1.2649,1.2649,0.70841,0.32498,0.23151,0.0086118,0.066288,2.0768e-5,0,0,0,0,-1.1495e-4,0.0039327,2,3.1416,80.612,0.060833,NaN,261.85,8.8871,1064.5,0.05,0.057307
18.691,13325,973.2,0.25982,985.29,0.38621,1587.5,1.1108,1587.5,0.040091,153.92,0.28575,28.61,-80.595,0.99725,0.12197,1.4163e-8,-0.010078,1.4879e-4,5.7521,0.12157,22.103,0.058017,56.56,41.354,7.6032,0.92672,26263709,127.26,94.3,1.2649,1.265,0.70819,0.32508,0.23165,0.027063,0.20605,-3.3779e-4,0,0,0,0,-7.3153e-6,0.0039348,2,3.1416,80.535,0.064425,NaN,261.75,8.8703,1064.3,0.05,0.057524
18.741,13374,973.62,0.26432,985.78,0.37081,1595.2,1.1196,1595.2,0.040212,154.37,0.26008,28.61,-80.595,0.99725,0.082888,8.3018e-9,0.028267,1.845e-4,5.7469,0.1164,22.094,0.058001,56.613,41.351,7.6311,0.92731,26243151,127.18,94.242,1.2649,1.265,0.70797,0.32519,0.23179,0.018344,0.13983,3.6501e-4,0,0,0,0,5.7499e-5,0.0039368,2,3.1416,80.564,0.06612,NaN,261.65,8.8534,1064.1,0.05,0.057717
18.791,13423,974.06,0.27595,986.27,0.33593,1602.9,1.1284,1602.9,0.040334,154.73,0.19157,28.61,-80.595,0.99724,0.021281,6.7948e-9,-0.039002,4.8188e-4,5.7417,0.11124,22.086,0.057985,56.697,41.348,7.6744,0.9279,26222165,127.09,94.182,1.265,1.265,0.70774,0.3253,0.23193,0.0046907,0.036234,-1.1077e-4,0,0,0,0,-1.0937e-4,0.0039388,2,3.1416,80.669,0.064431,NaN,261.56,8.8366,1063.9,0.05,0.0579
18.841,13472,974.52,0.28766,986.76,0.3091,1610.7,1.1373,1610.7,0.040457,154.97,0.11314,28.61,-80.595,0.99724,0.14073,0,-0.0097726,8.5158e-5,5.7366,0.10607,22.077,0.057969,56.538,41.345,7.5963,0.92861,26204733,127.01,94.155,1.265,1.2651,0.70747,0.32543,0.2321,0.031269,0.23773,-3.8417e-4,0,0,0,0,-6.8583e-6,0.0039408,2,3.1416,80.747,0.061821,NaN,261.46,8.8197,1063.7,0.05,0.058081
18.891,13520,974.98,0.28407,987.25,0.31443,1618.4,1.1462,1618.4,0.040579,155.16,0.1348,28.61,-80.595,0.99723,0.10852,9.3947e-9,0.037452,6.147e-5,5.7314,0.1009,22.068,0.057953,56.582,41.342,7.6196,0.92925,26185137,126.93,94.105,1.265,1.2651,0.70723,0.32555,0.23226,0.024062,0.18369,-3.4947e-4,0,0,0,0,1.0062e-4,0.0039427,2,3.1416,80.704,0.061334,NaN,261.36,8.8029,1063.5,0.05,0.058262
18.941,13569,975.43,0.27045,987.74,0.34731,1626.2,1.1552,1626.2,0.0407,155.44,0.21789,28.61,-80.595,0.99723,0.016847,2.2102e-8,-0.053836,3.6818e-4,5.7262,0.095748,22.059,0.057937,56.706,41.339,7.6831,0.92989,26165369,126.85,94.054,1.2651,1.2651,0.70698,0.32567,0.23241,0.0037128,0.028415,7.1535e-5,0,0,0,0,-2.0771e-4,0.0039447,2,3.1416,80.564,0.063007,NaN,261.27,8.786,1063.3,0.05,0.058554
18.991,13618,975.86,0.25697,988.22,0.39427,1634,1.1641,1634,0.040821,155.86,0.29902,28.61,-80.595,0.99722,0.13927,3.8352e-8,-0.024976,4.1912e-5,5.7211,0.090605,22.051,0.057921,56.542,41.337,7.6028,0.93046,26143676,126.77,93.997,1.2651,1.2652,0.70676,0.32577,0.23255,0.030946,0.23512,4.3396e-5,0,0,0,0,-4.4667e-5,0.0039467,2,3.1416,80.442,0.065307,NaN,261.17,8.7691,1063.1,0.05,0.058735
19.041,13667,976.27,0.2595,988.71,0.385,1641.8,1.1732,1641.8,0.040943,156.34,0.2844,28.61,-80.595,0.99722,0.11652,5.2169e-8,0.023122,6.1671e-5,5.716,0.085465,22.042,0.057905,56.573,41.334,7.6199,0.93109,26123398,126.69,93.944,1.2651,1.2652,0.70652,0.32589,0.2327,0.025855,0.19683,-2.3029e-4,0,0,0,0,3.8244e-5,0.0039487,2,3.1416,80.442,0.066113,NaN,261.07,8.7523,1062.9,0.05,0.058916
19.091,13715,976.7,0.27369,989.2,0.33905,1649.6,1.1823,1649.6,0.041065,156.74,0.20014,28.61,-80.595,0.99722,0.011823,5.8058e-8,-0.042146,5.2346e-4,5.7108,0.080324,22.033,0.057889,56.715,41.331,7.6921,0.93173,26103580,126.6,93.892,1.2651,1.2651,0.70628,0.32601,0.23286,0.0026051,0.01991,-4.9243e-4,0,0,0,0,-1.2693e-4,0.0039508,2,3.1416,80.546,0.065076,NaN,260.98,8.7354,1062.7,0.05,0.059099
19.141,13764,977.16,0.28525,989.69,0.31272,1657.4,1.1915,1657.4,0.041188,157,0.12818,28.61,-80.595,0.99721,0.12086,6.3182e-8,-0.016978,5.2764e-5,5.7057,0.075184,22.024,0.057873,56.57,41.328,7.6208,0.93238,26083640,126.52,93.847,1.2652,1.2652,0.70603,0.32613,0.23301,0.026828,0.2047,1.1626e-4,0,0,0,0,-2.0577e-5,0.0039527,2,3.1416,80.638,0.062926,NaN,260.88,8.7185,1062.5,0.05,0.0593
19.191,13813,977.62,0.28384,990.18,0.31579,1665.3,1.2007,1665.3,0.04131,157.2,0.13842,28.61,-80.595,0.99721,0.10549,7.539e-8,0.025424,2.0419e-5,5.7005,0.070044,22.016,0.057857,56.591,41.325,7.6329,0.93299,26062486,126.44,93.789,1.2652,1.2652,0.7058,0.32624,0.23316,0.023393,0.17848,-1.3741e-4,0,0,0,0,4.6098e-5,0.0039547,2,3.1416,80.624,0.0627,NaN,260.78,8.7016,1062.4,0.05,0.059497
19.241,13862,978.07,0.27259,990.67,0.34334,1673.2,1.2099,1673.2,0.041432,157.48,0.20875,28.61,-80.595,0.9972,6.2457e-4,7.2383e-8,-0.043727,0.008118,5.6954,0.064904,22.007,0.057841,56.733,41.322,7.7053,0.93359,26041221,126.36,93.728,1.2652,1.2652,0.70557,0.32635,0.23331,1.3755e-4,9.4977e-4,4.5145e-4,0,0,0,0,-1.3624e-4,0.0039567,2,3.1416,80.516,0.064118,NaN,260.69,8.6847,1062.2,0.05,0.059676
19.291,13911,978.5,0.26257,991.16,0.37489,1681,1.2192,1681,0.041553,157.87,0.26759,28.61,-80.595,0.9972,0.08894,6.4323e-8,-0.027114,5.0592e-5,5.6903,0.059763,21.998,0.057825,56.615,41.319,7.6478,0.93423,26020747,126.28,93.679,1.2653,1.2653,0.70532,0.32647,0.23346,0.019704,0.15086,-4.6353e-4,0,0,0,0,-5.2329e-5,0.0039587,2,3.1416,80.407,0.065411,NaN,260.59,8.6677,1062,0.05,0.059856
19.341,13960,978.93,0.2617,991.65,0.37841,1689,1.2285,1689,0.041675,158.31,0.27333,28.61,-80.595,0.99719,0.096835,6.3763e-8,0.0072918,7.0204e-5,5.6851,0.054634,21.99,0.057809,56.605,41.317,7.6444,0.93486,2.6e7,126.2,93.626,1.2653,1.2653,0.70508,0.32659,0.23362,0.021465,0.16413,8.527e-5,0,0,0,0,3.781e-6,0.0039607,2,3.1416,80.378,0.066789,NaN,260.49,8.6508,1061.8,0.05,0.060036
19.391,14009,979.36,0.27153,992.14,0.34629,1696.9,1.2379,1696.9,0.041797,158.71,0.21491,28.61,-80.595,0.99719,0.0075018,5.8517e-8,0.026861,8.8435e-4,5.68,0.049517,21.981,0.057793,56.727,41.314,7.7064,0.93554,2.598e7,126.12,93.578,1.2653,1.2653,0.70482,0.32671,0.23378,0.0016532,0.012197,4.8598e-4,0,0,0,0,5.1253e-5,0.0039627,2,3.1416,80.435,0.066947,NaN,260.4,8.6339,1061.6,0.05,0.060218
19.441,14058,979.81,0.28004,992.63,0.32502,1704.8,1.2473,1704.8,0.041919,159.01,0.16498,28.61,-80.595,0.99718,0.068458,5.5363e-8,-0.01468,8.8486e-5,5.6749,0.044403,21.972,0.057777,56.645,41.311,7.6673,0.93616,25959068,126.04,93.524,1.2653,1.2654,0.70458,0.32683,0.23393,0.015148,0.11602,2.0394e-4,0,0,0,0,-1.5294e-5,0.0039647,2,3.1416,80.5,0.065769,NaN,260.3,8.6169,1061.4,0.05,0.060441
19.491,14107,980.26,0.28342,993.12,0.31687,1712.8,1.2568,1712.8,0.042042,159.25,0.1417,28.61,-80.595,0.99718,0.10447,3.7087e-8,0.016774,6.7172e-5,5.6698,0.039288,21.964,0.057762,56.598,41.308,7.6452,0.93687,2.594e7,125.96,93.486,1.2654,1.2654,0.70431,0.32696,0.2341,0.023174,0.17666,3.0846e-4,0,0,0,0,1.9945e-5,0.0039667,2,3.1416,80.499,0.064762,NaN,260.2,8.6,1061.2,0.05,0.060622
19.541,14156,980.72,0.27575,993.61,0.33369,1720.7,1.2663,1720.7,0.042164,159.51,0.18793,28.61,-80.595,0.99717,0.035675,4.6609e-8,0.043206,2.0287e-4,5.6647,0.034174,21.955,0.057746,56.692,41.305,7.6933,0.93754,2.592e7,125.88,93.436,1.2654,1.2654,0.70406,0.32709,0.23427,0.0078781,0.060839,3.1163e-4,0,0,0,0,1.3218e-4,0.0039687,2,3.1416,80.407,0.06456,NaN,260.1,8.583,1061,0.05,0.060804
